id,name,address,city,state,zip,lat,lng,region,type,sheets,sharpening,food,livebarn,wifi,parking,locker_rooms,on_site_shops,price_public_skate,price_stick_puck,price_dropin,registration_label,registration_url,website,seating_type,viewing,accessible,spectator_notes,facebook_url,instagram_url,tiktok_url,photo_url,claimed,phone,email,skate_rentals,year_round,notes
942,Grundy Arena,475 Beaver St,Bristol,PA,19007,40.1034,-74.8514,Philadelphia Suburbs,Indoor,2,,concessions,,,Free,1,,,,,Bucks County Hockey,,https://www.grundyarena.com,,,,,,,,,FALSE,(215) 788-3311,,TRUE,TRUE,Two NHL sheets. Major Bucks County facility.
943,Hatfield Ice,350 County Line Rd,Colmar,PA,18915,40.2704,-75.2534,Philadelphia Suburbs,Indoor,3,,concessions,TRUE,,Free,1,TRUE,,,,Montgomery County Hockey,,https://hatfieldice.com,,,,,,,,,FALSE,(215) 997-9797,,TRUE,TRUE,Three NHL sheets. Major youth hockey hub. LiveBarn.
944,Havertown Skatium,1002 Darby Rd,Havertown,PA,19083,39.9844,-75.3074,Philadelphia Suburbs,Indoor,2,,concessions,,,Free,1,,,,,Haverford Township Hockey,,https://www.havtwp.org,,,,,,,,,FALSE,(610) 853-2226,,TRUE,TRUE,Two sheets at 1002 Darby Rd (Skatium + Annex). Haverford Township operated. ⚠️ CSV listed as two separate entries — merged into one 2-sheet record.
945,Hersheypark Arena,550 W Hersheypark Dr,Hershey,PA,17033,40.2884,-76.6584,Central Pennsylvania,Indoor,1,,concessions,,,Paid,1,,,,,Hershey Cubs (USPHL) / Jr. Bears / LVC Flying Dutchmen,,https://www.hersheyentertainment.com/hersheypark-arena,seats,,TRUE,,,,,,FALSE,(717) 534-3911,,TRUE,FALSE,"Historic 1936 arena, 7,286-seat capacity. Original home of Hershey Bears AHL (1938–2002). Now home of Hershey Cubs (USPHL Premier), Jr. Bears, Lebanon Valley College (NCAA D3), Shippensburg University hockey. Hershey Bears still use as practice facility. Public skating weekends. Note: Giant Center (main AHL bowl next door) is excluded — no public access. ⚠️ CSV listed Hersheypark Arena + Giant Center Practice Rink as two entries at same address — consolidated into one record."
946,Ice Box Sports Complex,4600 Crackersport Rd,Allentown,PA,18104,40.624,-75.548,Lehigh Valley,Indoor,1,,concessions,,,Free,1,,,,,Lehigh Valley Hockey,,https://iceboxsportscomplex.com,,,,,,,,,FALSE,(610) 366-9999,,TRUE,TRUE,Community NHL sheet. ⚠️ Address and phone from RinkDB — verify before Supabase import.
947,Ice Castle Arena,990 Castle Shannon Blvd,Castle Shannon,PA,15234,40.3644,-80.0244,Pittsburgh Metro,Indoor,2,,concessions,,,Free,,,,,,South Hills Hockey,,https://www.icecastlearena.com,,,,,,,,,FALSE,(412) 561-9090,,TRUE,TRUE,Two NHL sheets. Major South Hills Pittsburgh facility. ⚠️ CSV listed city as Pittsburgh — corrected to Castle Shannon per Sportability directory.
948,Ice Line Quad Rinks,700 Lawrence Dr,West Chester,PA,19380,39.9834,-75.5804,Philadelphia Suburbs,Indoor,4,,restaurant,TRUE,,Free,1,TRUE,,,,Chester County Hockey,,https://www.iceline.info,,,,,,,,,FALSE,(610) 436-9670,,TRUE,TRUE,Four NHL sheets. Major regional facility serving Chester County and western Philadelphia suburbs. LiveBarn.
949,Ice Mine,5001 W Crawford Ave,Connellsville,PA,15425,40.0284,-79.5604,Pittsburgh Metro,Indoor,1,,,,,Free,,,,,,Connellsville Hockey,,https://www.icemine.com,,,,,,,,,FALSE,(724) 626-4423,,TRUE,TRUE,NHL sheet. Reopened and active.
950,IceWorks Skating Complex,3100 Dutton Mill Rd,Aston,PA,19014,39.8754,-75.4354,Philadelphia Suburbs,Indoor,4,,restaurant,TRUE,,Free,1,TRUE,,,,Delaware County Hockey,,https://iceworks.net,,,,,,,,,FALSE,(610) 497-2200,,TRUE,TRUE,Four NHL sheets. One of the largest rink complexes in Pennsylvania. LiveBarn.
951,Kirk S. Nevin Arena,520 New Alexandria Rd,Greensburg,PA,15601,40.3044,-79.5314,Pittsburgh Metro,Indoor,1,,,,,Free,,,,,,Greensburg Hockey,,https://www.greensburgpa.org,,,,,,,,,FALSE,(724) 834-4880,,TRUE,TRUE,Community NHL sheet.
952,Klick-Lewis Arena,101 Landings Dr,Annville,PA,17003,40.3304,-76.5304,Central Pennsylvania,Indoor,2,,concessions,,,Free,1,,,,,Hershey Jr. Bears / Lebanon Valley College,,https://www.klicklewisarena.com,,,,,,,,,FALSE,(717) 685-1401,,TRUE,TRUE,Two NHL sheets. Home of Hershey Jr. Bears youth hockey.
953,Lancaster Ice Arena,390 W Jack Williams Dr,Lancaster,PA,17603,39.992,-76.357,Central Pennsylvania,Indoor,1,,,,,Free,,,,,,Lancaster / Millersville University Hockey,,https://lancastericearena.com,,,,,,,,,FALSE,(717) 394-1761,,,TRUE,Home of Millersville University hockey (per Lehigh University ACHA schedule). Permanent indoor rink. ⚠️ Address corrected to 390 W Jack Williams Dr per source CSV (was listed as 1 Millersville Rd from schedule audit).
954,Lancaster Ice Rink,371 Carerra Dr,Lancaster,PA,17603,40.0474,-76.3194,Central Pennsylvania,Indoor,1,,concessions,,,Free,1,,,,,Lancaster Hockey,,https://www.lancastericerink.org,,,,,,,,,FALSE,(717) 394-1761,,TRUE,TRUE,Community nonprofit rink. ⚠️ CSV address 417 W Harrisburg Ave — corrected to 371 Carerra Dr per Central PA ice skating directory.
955,Laura Sims Skate House,63rd & Walnut St,Philadelphia,PA,19139,39.9614,-75.2474,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,City of Philadelphia Hockey,,https://www.phila.gov/parks-rec-finder,,,,,,,,,FALSE,(215) 685-1995,,TRUE,TRUE,City of Philadelphia community NHL sheet.
956,Meadville Area Recreation Complex (MARC),800 Thurston Rd,Meadville,PA,16335,41.6534,-80.1514,Northwest Pennsylvania,Indoor,2,,concessions,,,Free,,,,,,Meadville Hockey,,https://www.marcrec.org,,,,,,,,,FALSE,(814) 724-6006,,TRUE,TRUE,Two NHL sheets. Community facility (MARC). ⚠️ CSV listed 'Ice House at Meadville' as separate entry at same address — merged into 2-sheet record.
957,Mercyhurst Ice Center,501 E 38th St,Erie,PA,16546,42.1084,-80.0644,Erie,Indoor,2,,,,,Free,,,,,,Mercyhurst Lakers (NCAA D1),,https://www.mercyhurst.edu,,,,,,,,,FALSE,(814) 824-2545,,TRUE,TRUE,Home of Mercyhurst Lakers NCAA D1 hockey (Atlantic Hockey). Two sheets: main competition rink + auxiliary/community rink. Public programming available on community rink. ⚠️ CSV listed auxiliary as separate entry — merged into 2-sheet record.
958,Mt. Lebanon Ice Center,900 Cedar Blvd,Pittsburgh,PA,15228,40.3724,-80.0494,Pittsburgh Metro,Indoor,2,,,,,Free,,,,,,Mt. Lebanon Hockey,,https://www.mtlebanon.org,,,,,,,,,FALSE,(412) 561-4363,,TRUE,TRUE,Two NHL sheets. Municipality of Mt. Lebanon facility.
959,Nazareth Ice Oasis,880 Nazareth Pike,Nazareth,PA,18064,40.727,-75.307,Lehigh Valley,Indoor,1,,,,,Free,1,,,,,Northampton County Hockey,,,,,,,,,,,FALSE,,,TRUE,TRUE,⚠️ Address corrected to 880 Nazareth Pike per source CSV. Phone and website unverified — no confirmed web presence found. Verify before Supabase import.
960,Northeast Philadelphia Flyers Skate Zone,10990 Decatur Rd,Philadelphia,PA,19154,40.0874,-74.9824,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,Philadelphia Flyers / Northeast Philly Hockey,,https://www.flyersskatezone.com,,,,,,,,,FALSE,(215) 618-0050,,TRUE,TRUE,"Philadelphia Flyers partner facility in Northeast Philadelphia. Separate from Flyers Skate Zone Voorhees NJ. NHL sheet, public skate and hockey."
961,Oaks Center Ice,100 Pennco Rd,Oaks,PA,19456,40.1314,-75.4594,Philadelphia Suburbs,Indoor,3,,concessions,,,Free,1,TRUE,,,,Montgomery County Hockey,,https://oakscenterice.com,,,,,,,,,FALSE,(610) 650-9690,,TRUE,TRUE,Three NHL sheets. Full public programming.
962,PPL Center Practice Rink,701 Hamilton St,Allentown,PA,18101,40.603,-75.474,Lehigh Valley,Indoor,1,,vending,,,Paid,1,,,,,Lehigh Valley Phantoms (AHL),,https://www.pplcenter.com,,,TRUE,,,,,,FALSE,(610) 347-7825,,,TRUE,"Community/practice sheet at PPL Center. Main AHL bowl (home of Lehigh Valley Phantoms, Flyers AHL affiliate) excluded. Vending only."
963,Pegula Ice Arena – Community Rink,250 University Dr,State College,PA,16801,40.8064,-77.8554,Central Pennsylvania,Indoor,1,TRUE,concessions,TRUE,,Paid,1,TRUE,,,,Penn State Community Hockey,,https://gopsusports.com/pegula-ice-arena-public,seats,,TRUE,,,,,,FALSE,(814) 865-4102,,TRUE,TRUE,"Community Rink (300 seats) at Pegula Ice Arena complex. Public skating, freestyle, stick time, adult open skate, learn-to-play, power skating. LiveBarn venue. Skate sharpening available. The Varsity Rink (6,014 seats, home of Penn State Nittany Lions NCAA D1) is excluded — main NCAA bowl. $88M facility funded by Kim and Terry Pegula."
964,Pittsburgh Ice Arena,700 Craigdell Rd,New Kensington,PA,15068,40.5714,-79.7424,Pittsburgh Metro,Indoor,1,,,,,Free,,,,,,New Kensington Hockey,,https://www.pittsburghicearena.com,,,,,,,,,FALSE,(724) 337-4423,,TRUE,TRUE,NHL sheet. Public skate and clinics.
965,Pittston Ice Box Annex,3 W Olive St,Pittston,PA,18640,41.328,-75.787,Northeast Pennsylvania,Indoor,1,,,,,Free,1,,,,,NEPA Hockey,,,,,,,,,,,FALSE,,,,TRUE,⚠️ Address 3 W Olive St Pittston matches Scranton Community Ice Rink address — likely a data error in source. Operational status unconfirmed. Do NOT publish until directly verified. May be phantom entry.
966,Pocono Family Ice,453 Manor Dr,East Stroudsburg,PA,18301,41.004,-75.2,Northeast Pennsylvania,Indoor,1,,concessions,,,Free,1,,,,,Pocono Hockey,,,,,,,,,,,FALSE,,,TRUE,TRUE,"⚠️ Address corrected to 453 Manor Dr, East Stroudsburg per source CSV. Phone and website unverified — no confirmed web presence found. Verify before Supabase import."
967,Pocono Summit Ice Arena,103 Route 940,Pocono Summit,PA,18346,41.102,-75.456,Northeast Pennsylvania,Indoor,1,,concessions,,,Free,1,,,,,Pocono Hockey,,https://www.psicearena.com,,,,,,,,,FALSE,,,TRUE,TRUE,Medium confidence — signage and activity verified per source. ⚠️ Phone unverified. Website: psicearena.com.
968,Power Play Rinks,701 Haywood Dr,Exton,PA,19341,40.0404,-75.6494,Philadelphia Suburbs,Indoor,2,,concessions,,,Free,1,TRUE,,,,Chester County Hockey,,https://powerplayrinks.com,,,,,,,,,FALSE,(610) 458-9160,,TRUE,TRUE,Two NHL sheets. Youth hockey and public skate.
969,Printscape Arena at Southpointe,114 Southpointe Blvd,Canonsburg,PA,15317,40.2734,-80.1664,Pittsburgh Metro,Indoor,2,,concessions,TRUE,,Free,,TRUE,,,,South Pittsburgh Hockey,,https://www.printscapearena.com,,,,,,,,,FALSE,(724) 745-6666,,TRUE,TRUE,Two NHL sheets. Full public programming. LiveBarn.
970,RMU Island Sports Center,7600 Grand Ave,Pittsburgh,PA,15225,40.5104,-80.1304,Pittsburgh Metro,Indoor,4,,concessions,,,Free,,,,,,Pittsburgh area hockey,,https://www.rmuislandsports.org,,,,,,,,,FALSE,(412) 397-4454,,TRUE,TRUE,Four sheets on Neville Island. Major regional facility serving Pittsburgh metro. Also known as Clearview Arena historically. Robert Morris University affiliate.
971,Reading Royals Practice Rink,700 Penn St,Reading,PA,19602,40.336,-75.932,Southeast Pennsylvania,Indoor,1,,,,,Paid,1,,,,,Reading Royals (ECHL),,,,,TRUE,,,,,,FALSE,(610) 898-7825,,,TRUE,Community/practice sheet at Santander Arena. Home of Reading Royals (ECHL). Main ECHL bowl excluded. ⚠️ Phone and website unverified.
972,Regency Ice Rink,2155 Ambassador Dr,Lancaster,PA,17601,40.0754,-76.2454,Central Pennsylvania,Indoor,1,,concessions,,,Free,1,,,,,Lancaster Hockey,,https://www.regencyicerink.com,,,,,,,,,FALSE,(717) 391-6065,,TRUE,TRUE,NHL sheet. Public skate and youth hockey. ⚠️ CSV address 2150 New Holland Pike — corrected to 2155 Ambassador Dr per Central PA ice skating directory.
973,Revolution Ice Centre,12 Old Boston Rd,Pittston,PA,18020,40.634,-75.343,Lehigh Valley,Indoor,2,,concessions,,,Free,14,TRUE,,,,Lehigh Valley Hockey,,https://www.revo-ice.com,bleachers,,,,,,,,FALSE,(570) 883-1100,,TRUE,TRUE,"Two NHL-regulation sheets. 14 locker rooms. 600-seat permanent bleachers. Hat Trick Hockey pro shop (year-round). Fitness center. Home of WB/Scranton Knights (NAHL/EHL), AYHL Junior Knights, WVIHL, King's College, University of Scranton, East Stroudsburg University, Blue Ridge Figure Skating Club. 100,000+ participants annually. Year-round."
974,Revolution Ice Gardens,1621 Mearns Rd,Warminster,PA,18974,40.2224,-75.0874,Philadelphia Suburbs,Indoor,2,,concessions,TRUE,,Free,1,TRUE,,,,Philadelphia Flyers Elite / Bucks County Hockey,,https://revolutionicegardens.com,,,,,,,,,FALSE,(215) 441-5004,,TRUE,TRUE,Two NHL sheets. Home of Philadelphia Flyers Elite travel hockey program. LiveBarn.
975,Rizzo Rink,1101 S Front St,Philadelphia,PA,19147,39.9344,-75.1444,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,Philadelphia Hockey,,https://www.rizzorink.com,,,,,,,,,FALSE,(215) 685-1593,,TRUE,TRUE,Long-running community NHL rink in South Philadelphia.
976,Scanlon Ice Rink,1099 E Venango St,Philadelphia,PA,19134,39.9874,-75.1074,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,City of Philadelphia Hockey,,https://www.phila.gov/parks-rec-finder,,,,,,,,,FALSE,(215) 685-9893,,TRUE,TRUE,City of Philadelphia Parks & Recreation NHL sheet. Public skate and youth hockey.
977,Scranton Community Ice Rink,3 W Olive St,Scranton,PA,18503,41.407,-75.664,Northeast Pennsylvania,Indoor,1,,,,,Paid,1,,,,,Scranton Hockey,,,,,,,,,,,FALSE,,,TRUE,TRUE,"Small permanent indoor community rink in Scranton. ⚠️ Address 3 W Olive St unverified — same address used for Pittston Ice Box Annex in source data, suggesting an error in one or both entries. Verify before Supabase import."
978,Simons Ice Rink,7200 Woolston Ave,Philadelphia,PA,19138,40.0594,-75.1594,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,City of Philadelphia Hockey,,https://www.phila.gov/parks-rec-finder,,,,,,,,,FALSE,(215) 685-9295,,TRUE,TRUE,City of Philadelphia Parks & Recreation NHL sheet. Learn-to-skate and hockey.
979,Springfield Ice Rink,400 W Sproul Rd,Springfield,PA,19064,39.9274,-75.3364,Philadelphia Suburbs,Indoor,1,,concessions,,,Free,1,,,,,Springfield Hockey,,https://springfieldmontco.org,,,,,,,,,FALSE,(610) 543-2526,,TRUE,TRUE,Community NHL sheet.
980,Steel Ice Center,320 E 1st St,Bethlehem,PA,18015,40.612,-75.37,Lehigh Valley,Indoor,2,,Bar,TRUE,,Free,8,TRUE,,,,Lehigh Valley Phantoms Youth / Lehigh University Hockey,,https://steelicecenter.com,,TRUE,TRUE,,,,,,FALSE,(610) 625-4774,,TRUE,TRUE,"Opened Dec 2003. Two NHL sheets (85'×200'). 8 locker rooms with showers. Located on Bethlehem Steel SteelStacks campus in historic South Side. Full service pro shop, The Steel Pub sports bar attached (window view of rink). Home of LV Phantoms Youth, Penguin Figure Skating Club, Lehigh University men's hockey, Polar Bears Special Hockey. Public skating $15/$10 adults/children. Only rink offering daily public skating year-round in Lehigh Valley."
981,Tarken Ice Rink,6250 Frontenac St,Philadelphia,PA,19111,40.0534,-75.0874,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,City of Philadelphia Hockey,,https://www.phila.gov/parks-rec-finder,,,,,,,,,FALSE,(215) 685-1226,,TRUE,TRUE,City of Philadelphia Parks & Recreation NHL sheet. Public skate and youth hockey.
982,The Rink at Lehigh Valley West,1005 Brookside Rd,Fogelsville,PA,18031,40.572,-75.644,Lehigh Valley,Indoor,1,,concessions,,,Free,1,,,,,Lehigh Valley Hockey,,https://therinkatleighvalley.com,,,,,,,,,FALSE,(610) 398-4747,,TRUE,TRUE,Western Lehigh Valley location. Also listed as Fogelsville area. Sister facility to The Rink at Lehigh Valley (Whitehall). ⚠️ The Rink at Lehigh Valley (Whitehall sister facility) closed 2022 — verify West location is still independently operational.
983,The Rink at Old York Road,8116 Old York Rd,Elkins Park,PA,19027,40.0724,-75.1254,Philadelphia Suburbs,Indoor,1,,concessions,,,Free,,,,,,Montgomery County Hockey,,https://www.therinkabington.com,,,,,,,,,FALSE,(215) 635-0331,,TRUE,TRUE,Community NHL sheet in Montgomery County.
984,Toyota SportsPlex,246 Coal St,Wilkes-Barre,PA,18702,41.242,-75.885,Northeast Pennsylvania,Indoor,2,,concessions,,,Free,1,,,,,WB/Scranton Penguins (AHL) / Wilkes-Barre Jr. Pens,,https://toyotasportsplex.com,,,,,,,,,FALSE,(570) 208-9471,,TRUE,TRUE,"Official practice facility of Wilkes-Barre/Scranton Penguins (AHL). Located at Martin Luther King Jr. Memorial Park (formerly Coal Street Park). Home of WB Junior Pens, Wilkes University and Wyoming Seminary hockey, Diamond City Figure Skating Club, Anthracite Curling Club. Camps/clinics with Penguins staff. Public skate Fri–Sun. ⚠️ CSV listed in 'Bethlehem PA' — corrected to Wilkes-Barre, PA. Second NHL sheet confirmed per PA rink corrections batch."
985,Twin Ponds East Ice Arena,3904 Corey Rd,Harrisburg,PA,17109,40.3004,-76.8204,Central Pennsylvania,Indoor,2,,concessions,,,Free,1,TRUE,,,,Harrisburg Hockey,,https://www.twinponds.com,,,,,,,,,FALSE,(717) 558-7663,,TRUE,TRUE,Two NHL sheets. Major Central PA facility.
986,Twin Ponds West Ice Arena,200 Lambs Gap Rd,Mechanicsburg,PA,17050,40.2434,-77.0284,Central Pennsylvania,Indoor,2,,concessions,,,Free,1,TRUE,,,,Mechanicsburg / Cumberland County Hockey,,https://www.twinponds.com,,,,,,,,,FALSE,(717) 766-6123,,TRUE,TRUE,Two NHL sheets. Public skate and youth hockey.
987,UPMC Lemieux Sports Complex,8000 Cranberry Springs Dr,Cranberry Township,PA,16066,40.7004,-80.1084,Pittsburgh Metro,Indoor,2,,restaurant,TRUE,,Free,,TRUE,,,,Pittsburgh Penguins / Pittsburgh Jr. Penguins,,https://www.upmclemieuxsportscomplex.com,,,TRUE,,,,,,FALSE,(724) 720-3000,,TRUE,TRUE,"Official practice facility of the Pittsburgh Penguins (NHL). Two NHL sheets. Full public programming: public skating, hockey leagues, figure skating, learn-to-skate, camps. Pro shop, restaurant, fitness center. LiveBarn venue."
988,Wayne County Ice Rink,1 Ice House Ln,Honesdale,PA,18431,41.577,-75.259,Northeast Pennsylvania,Indoor,1,,concessions,,,Free,1,,,,,Wayne County Hockey,,,,,,,,,,,FALSE,,,TRUE,TRUE,"⚠️ High confidence per county recreation and youth hockey listings but phone unverified. Address: 1 Ice House Ln, Honesdale PA 18431. Verify before Supabase import."
989,Wintersport Ice Arena,551 N York Rd,Willow Grove,PA,19090,40.1504,-75.1164,Philadelphia Suburbs,Indoor,1,,concessions,,,Free,1,,,,,Montgomery County Hockey,,https://wintersportarena.com,,,,,,,,,FALSE,(215) 659-4253,,TRUE,TRUE,NHL sheet. Public skate and clinics.
990,Wissahickon Skating Club,550 W Willow Grove Ave,Philadelphia,PA,19118,40.0724,-75.2084,Philadelphia Metro,Indoor,1,,concessions,,,Free,1,,,,,Wissahickon Hockey,,https://www.wissskating.com,,,,,,,,,FALSE,(215) 247-1759,,,TRUE,Private club. Public camps and clinics available. Qualifies per criteria.
991,York Ice Arena,941 Vander Ave,York,PA,17403,39.9524,-76.7134,Central Pennsylvania,Indoor,2,,concessions,,,Free,1,,,,,York Hockey,,https://www.yorkicearena.com,,,,,,,,,FALSE,(717) 848-1084,,TRUE,TRUE,Two NHL sheets. Major York County facility.
992,cfsBank Event Center,111 Gallitin Rd,Belle Vernon,PA,15012,40.1884,-79.8264,Pittsburgh Metro,Indoor,1,,Bar,,,Free,,,,,,Mon Valley Thunder / PennWest Hockey,,https://www.cfsbankeventcenter.com,seats,,TRUE,,,,,,FALSE,(724) 379-7100,,TRUE,FALSE,"Formerly Rostraver Ice Garden — second oldest ice rink in Pennsylvania (opened 1965). Black Bear Sports Group purchased Feb 2023, renamed cfsBank Event Center. 65,000 sq ft, 5,000-seat capacity. One NHL sheet (converts to dry floor spring/summer). Bubba's Kitchen + Bar. Home of Mon Valley Thunder youth hockey, PennWest California hockey. Won 2017 Kraft Hockeyville. ⚠️ CSV listed as 'Rostraver Ice Garden' — corrected to current name. Address corrected from 101 to 111 Gallitin Rd."
993,Adelard Arena (Mount St. Charles),800 Logee St,Woonsocket,RI,2895,42.015,-71.5,Rhode Island,Indoor,1,,,,,Free,,,,,,Mount St. Charles Academy Hockey,,https://mountsaintcharles.org,,,,,,,,,FALSE,(401) 769-7727,,,TRUE,Home of Mount St. Charles Academy (perennial RI HS hockey powerhouse). Public programming available.
994,Brad Boss Ice Arena (URI),1 Keaney Rd,Kingston,RI,2881,41.4873,-71.535,Rhode Island,Indoor,1,,,,,Free,,,,,,URI Rams Hockey,,https://web.uri.edu,,,,,,,,,FALSE,(401) 874-4988,,,TRUE,"University of Rhode Island athletic complex. Community programming available. ⚠️ CSV listed as two separate entries (Boss Ice Arena + Boss Arena Annex) — one building, one sheet, merged into single record."
995,Cabot Memorial Rink (St. George's School),372 Purgatory Rd,Middletown,RI,2842,41.501,-71.265,Rhode Island,Indoor,1,,,,,Free,,,,,,St. George's School Hockey,,https://stgeorges.edu,,,,,,,,,FALSE,(401) 842-6698,,,TRUE,Official name is Cabot Memorial Rink. ⚠️ CSV listed as 'Middletown Ice Arena (St. George's School)' and phone (401) 842-6600 — corrected per RI Hockey directory.
996,Cranston Veterans Memorial Ice Rink,900 Phenix Ave,Cranston,RI,2921,41.76,-71.5,Rhode Island,Indoor,1,,,,,Free,,,,,,Cranston Hockey,,https://cranstonri.gov,,,,,,,,,FALSE,(401) 944-5730,,TRUE,TRUE,City of Cranston public rink.
997,Dennis Lynch Arena,25 Beatty St,Pawtucket,RI,2861,41.8784,-71.382,Rhode Island,Indoor,1,,,,,Free,,,,,,Pawtucket Hockey,,https://pawtucketri.com,,,,,,,,,FALSE,(401) 728-7420,,TRUE,TRUE,"City of Pawtucket public rink. ⚠️ CSV listed as 'Lynch Arena, 25 Andrew Ferland Way' — corrected to Dennis Lynch Arena, 25 Beatty St per RI Hockey rink directory."
998,Dennis Lynch Arena (East Providence),331 Bullocks Point Ave,East Providence,RI,2915,41.769,-71.355,Rhode Island,Indoor,1,,,,,Free,,,,,,East Providence Hockey,,https://eastprovidenceri.gov,,,,,,,,,FALSE,(401) 433-6360,,TRUE,TRUE,City of East Providence public rink. Note: separate from Dennis Lynch Arena in Pawtucket.
999,June Rockwell Levy Community Ice Center,425 East Ave,Harrisville,RI,2830,41.962,-71.664,Rhode Island,Indoor,1,,,,,Free,,,,,,Burrillville Broncos Hockey,,,,,,,,,,,FALSE,(401) 568-8615,,,TRUE,Home of Burrillville Broncos. Located behind Burrillville High School. ⚠️ Not in source CSV — added from RI Hockey rink directory. ⚠️ Website unverified.
1000,Portsmouth Abbey School Ice Rink,285 Corys Ln,Portsmouth,RI,2871,41.602,-71.255,Rhode Island,Indoor,1,,,,,Free,,,,,,Portsmouth Abbey School Hockey,,https://portsmouthabbey.org,,,,,,,,,FALSE,(401) 683-0621,,,TRUE,School rink with public programming. ⚠️ CSV phone (401) 683-2000 — corrected to (401) 683-0621 per RI Hockey directory.
1001,Rhode Island Sports Center,1186 Eddie Dowling Hwy,North Smithfield,RI,2895,41.948,-71.554,Rhode Island,Indoor,1,,concessions,,,Free,,TRUE,,,,Northern RI Hockey,,https://risportscenter.com,,,,,,,,,FALSE,(401) 762-1588,,,TRUE,"40,260 sq ft. Single NHL sheet. Strength & conditioning space, pro shop. Home of John W. Kennedy Jr. Memorial Ice Rink. On MA/RI border. ⚠️ CSV listed as 2 sheets at wrong address (121 Fairlawn Ave, Pawtucket) — corrected to 1 NHL sheet at 1186 Eddie Dowling Hwy, North Smithfield, phone (401) 762-1588."
1002,Schneider Arena (Providence College),331 Huxley Ave,Providence,RI,2908,41.8465,-71.4325,Rhode Island,Indoor,1,,,,,Free,,,,,,Providence Friars (NCAA D1),,https://friars.com,,,TRUE,,,,,,FALSE,(401) 865-2168,,,TRUE,Home of Providence Friars NCAA D1 hockey (Hockey East). Community/public programming available. Main NCAA bowl only — one sheet total at this facility.
1003,Smithfield Municipal Ice Rink,109 Pleasant View Ave,Smithfield,RI,2917,41.8718,-71.549,Rhode Island,Indoor,1,,,,,Free,,,,,,Northern RI Viking Youth Hockey / Smithfield HS,,https://www.smithfieldri.gov/departments/ice-rink,,,,,,,,,FALSE,(401) 233-1051,,TRUE,TRUE,"Town of Smithfield. Home of Smithfield Figure Skating Club, Providence-Pawtucket FSC, Northern RI Viking Youth Hockey, RI Saints Hockey Club, Smithfield HS, Woonsocket/Scituate HS. Public skating Tue/Fri noon–1:30pm, $5. Birthday parties and conference room rental."
1004,Thayer Arena,975 Sandy Ln,Warwick,RI,2889,41.713,-71.383,Rhode Island,Indoor,1,,,,,Free,,,,,,Warwick Hockey,,https://warwickri.gov,,,,,,,,,FALSE,(401) 739-9769,,TRUE,TRUE,City of Warwick public rink. ⚠️ CSV phone (401) 738-2000 — corrected to (401) 739-9769 per RI Hockey directory.
1005,West Warwick Civic Center Ice Rink,100 Factory St,West Warwick,RI,2893,41.703,-71.518,Rhode Island,Indoor,1,,,,,Free,,,,,,West Warwick Hockey,,https://westwarwickri.org,,,,,,,,,FALSE,(401) 822-9260,,TRUE,TRUE,Town of West Warwick public rink. ⚠️ CSV phone (401) 822-9228 — corrected to (401) 822-9260 per RI Hockey directory.
1006,Carolina Ice Palace,7665 Northwoods Blvd,North Charleston,SC,29406,32.9387,-80.0535,South Carolina,Indoor,2,,Bar,TRUE,,Free,,TRUE,12,,,SC Stingrays (ECHL) / Charleston Youth Hockey,,https://carolinaicepalace.com,,,TRUE,,,,,,FALSE,(843) 572-2717,,TRUE,TRUE,"Opened 1997. Two NHL-size rinks. Official practice facility of South Carolina Stingrays (ECHL). Full service pro shop, Penalty Box Sports Lounge, concessions, meeting rooms. LiveBarn venue. Home of Charleston Youth Hockey Association and Figure Skating Club of Charleston. USA Hockey Pee Wee National Championship host. Public skating $12 weekends, $10 weekdays; $5/$4 skate rental."
1007,Plex HiWire Ice (Irmo),1019 Broad Stone Rd,Irmo,SC,29063,34.1348,-81.1837,South Carolina,Indoor,1,,concessions,,,Free,,,,,,Columbia Metro Hockey,,https://plexhiwire.com,,,,,,,,,FALSE,(803) 732-1900,,TRUE,TRUE,"Only public ice skating in the Columbia metro area. One NHL sheet. Part of Flight Adventure Park complex (trampoline park, inflatables, arcade). Public skating $10-$13, $4 skate rental. Hockey and skating lessons. Hours change weekly — check website."
1008,The Pavilion Ice Rink,400 Scottswood Rd,Taylors,SC,29687,34.912,-82.296,South Carolina,Indoor,1,,concessions,,,Free,,,14,,,Greenville County Hockey,,https://pavilion.greenvillerec.com/ice-skating,,,TRUE,,,,,,FALSE,(864) 322-7529,,TRUE,TRUE,"Greenville County Recreation facility. One NHL sheet. Public skating $12.25 (under 12/seniors), $14.25 (13+) — prices include skate rentals. Also offers tennis, sports fields, bounce houses. ⚠️ CSV listed as two separate entries (Greenville County Iceplex + Pavilion Recreation Complex) with same phone — confirmed one facility at 400 Scottswood Rd, Taylors."
